client_id,age,sex,city_type,education_level,household_size,residence_type,marital_status,dependents_count
4426,46,F,urban,secondary,6,owned,senior_family,5
4427,56,M,urban,secondary,7,owned,pre_mature,6
4428,32,F,rural,primary,4,family,young_family,3
4429,51,F,rural,university,7,rented,senior_family,6
4430,29,M,urban,secondary,1,rented,young_family,0
4431,65,F,urban,secondary,7,owned,mature,6
4432,56,F,rural,university,3,owned,pre_mature,2
4433,40,M,rural,primary,5,owned,mid_family,4
4434,40,M,urban,secondary,4,rented,mid_family,3
4435,62,F,rural,primary,3,family,pre_mature,2
4436,59,F,rural,university,1,rented,pre_mature,0
4437,73,M,urban,secondary,1,owned,mature,0
4438,62,M,urban,technical,5,other,pre_mature,4
4439,40,F,urban,secondary,5,rented,mid_family,4
4440,32,F,urban,university,6,rented,young_family,5
4441,58,M,urban,secondary,7,owned,pre_mature,6
4442,19,F,urban,none,4,owned,single,3
4443,20,M,urban,secondary,3,owned,single,2
4444,46,M,rural,primary,4,owned,senior_family,3
4445,69,M,urban,secondary,2,family,mature,1
4446,36,F,rural,primary,7,owned,mid_family,6
4447,58,M,urban,university,4,owned,pre_mature,3
4448,23,M,urban,university,5,family,single,4
4449,53,F,urban,primary,6,rented,senior_family,5
4450,42,M,urban,technical,6,owned,mid_family,5
4451,23,F,urban,primary,5,rented,single,4
4452,40,M,urban,secondary,6,owned,mid_family,5
4453,73,M,rural,secondary,7,rented,mature,6
4454,30,M,urban,secondary,7,rented,young_family,6
4455,69,F,urban,university,4,rented,mature,3
4456,36,M,urban,secondary,4,owned,mid_family,3
4457,35,M,urban,primary,5,owned,mid_family,4
4458,20,F,urban,secondary,1,family,single,0
4459,21,F,rural,secondary,6,family,single,5
4460,72,M,urban,primary,7,other,mature,6
4461,41,M,rural,primary,2,owned,mid_family,1
4462,58,M,urban,technical,5,family,pre_mature,4
4463,19,M,urban,secondary,3,owned,single,2
4464,28,M,urban,technical,3,rented,young_family,2
4465,48,M,rural,secondary,2,rented,senior_family,1
4466,50,F,urban,primary,4,family,senior_family,3
4467,60,M,urban,primary,4,rented,pre_mature,3
4468,55,F,urban,university,6,family,pre_mature,5
4469,42,F,urban,technical,2,other,mid_family,1
4470,48,M,urban,primary,1,family,senior_family,0
4471,66,M,urban,primary,7,rented,mature,6
4472,52,F,urban,primary,4,owned,senior_family,3
4473,68,M,urban,secondary,1,owned,mature,0
4474,67,F,urban,secondary,4,rented,mature,3
4475,73,F,urban,technical,3,owned,mature,2
4476,68,F,urban,secondary,3,owned,mature,2
4477,47,F,urban,technical,1,rented,senior_family,0
4478,19,F,urban,secondary,7,rented,single,6
4479,49,M,urban,university,5,rented,senior_family,4
4480,47,F,rural,secondary,3,rented,senior_family,2
4481,70,F,urban,primary,7,owned,mature,6
4482,44,M,rural,university,2,owned,mid_family,1
4483,61,F,rural,technical,2,rented,pre_mature,1
4484,20,M,urban,primary,4,rented,single,3
4485,28,F,urban,secondary,2,owned,young_family,1
4486,69,F,urban,secondary,3,rented,mature,2
4487,23,M,urban,university,3,rented,single,2
4488,74,M,rural,secondary,5,family,mature,4
4489,51,M,rural,secondary,1,owned,senior_family,0
4490,58,F,urban,none,1,owned,pre_mature,0
4491,66,M,urban,primary,4,owned,mature,3
4492,33,F,rural,technical,7,family,young_family,6
4493,41,M,urban,secondary,5,owned,mid_family,4
4494,21,M,urban,university,7,owned,single,6
4495,51,F,urban,university,6,other,senior_family,5
4496,34,F,urban,technical,3,other,young_family,2
4497,56,M,urban,secondary,3,rented,pre_mature,2
4498,52,F,urban,secondary,4,rented,senior_family,3
4499,37,F,urban,secondary,5,owned,mid_family,4
4500,34,F,urban,technical,2,rented,young_family,1
4501,40,M,urban,secondary,4,rented,mid_family,3
4502,60,M,rural,university,4,owned,pre_mature,3
4503,18,F,urban,secondary,6,rented,single,5
4504,73,F,urban,technical,2,owned,mature,1
4505,43,M,urban,university,4,rented,mid_family,3
4506,30,M,urban,university,2,rented,young_family,1
4507,30,M,rural,secondary,4,rented,young_family,3
4508,74,F,rural,secondary,5,owned,mature,4
4509,50,M,urban,technical,3,other,senior_family,2
4510,46,M,urban,secondary,1,rented,senior_family,0
4511,47,M,urban,primary,3,owned,senior_family,2
4512,41,F,urban,secondary,2,family,mid_family,1
4513,31,F,urban,secondary,1,owned,young_family,0
4514,29,M,urban,primary,7,owned,young_family,6
4515,24,F,urban,technical,3,other,single,2
4516,22,F,urban,none,7,rented,single,6
4517,55,F,urban,secondary,6,owned,pre_mature,5
4518,60,M,urban,primary,1,rented,pre_mature,0
4519,41,F,urban,primary,5,rented,mid_family,4
4520,56,F,urban,none,5,rented,pre_mature,4
4521,39,F,urban,secondary,3,rented,mid_family,2
4522,61,F,urban,technical,5,rented,pre_mature,4
4523,64,M,urban,primary,3,owned,pre_mature,2
4524,30,M,urban,secondary,1,owned,young_family,0
4525,54,M,rural,primary,3,owned,senior_family,2
4526,60,M,rural,technical,3,owned,pre_mature,2
4527,52,F,rural,secondary,3,rented,senior_family,2
4528,53,F,urban,secondary,7,family,senior_family,6
4529,29,M,urban,primary,5,rented,young_family,4
4530,40,M,urban,primary,3,owned,mid_family,2
4531,20,M,urban,secondary,6,rented,single,5
4532,27,M,urban,technical,7,other,young_family,6
4533,51,F,urban,primary,6,family,senior_family,5
4534,55,F,urban,secondary,3,family,pre_mature,2
4535,39,M,rural,university,4,family,mid_family,3
4536,69,F,rural,university,6,owned,mature,5
4537,44,M,urban,secondary,3,other,mid_family,2
4538,63,F,rural,secondary,3,rented,pre_mature,2
4539,41,M,urban,university,3,rented,mid_family,2
4540,74,M,urban,secondary,2,rented,mature,1
4541,68,F,urban,secondary,3,rented,mature,2
4542,26,M,rural,secondary,4,owned,young_family,3
4543,71,M,urban,primary,4,rented,mature,3
4544,54,M,urban,none,6,owned,senior_family,5
4545,62,M,rural,secondary,3,family,pre_mature,2
4546,38,M,urban,secondary,7,rented,mid_family,6
4547,22,M,urban,secondary,4,owned,single,3
4548,37,M,urban,university,3,rented,mid_family,2
4549,29,M,urban,university,7,rented,young_family,6
4550,37,M,urban,primary,3,owned,mid_family,2
4551,42,M,rural,university,6,family,mid_family,5
4552,55,F,rural,none,7,rented,pre_mature,6
4553,30,M,urban,technical,1,rented,young_family,0
4554,62,M,urban,primary,2,rented,pre_mature,1
4555,26,M,rural,primary,2,rented,young_family,1
4556,49,M,urban,secondary,3,owned,senior_family,2
4557,66,M,urban,primary,1,rented,mature,0
4558,57,F,urban,technical,1,rented,pre_mature,0
4559,44,M,urban,primary,7,owned,mid_family,6
4560,38,F,urban,university,6,family,mid_family,5
4561,54,M,urban,technical,3,rented,senior_family,2
4562,46,M,urban,secondary,4,owned,senior_family,3
4563,67,M,rural,primary,2,owned,mature,1
4564,27,M,urban,technical,7,rented,young_family,6
4565,61,F,rural,secondary,1,owned,pre_mature,0
4566,21,F,urban,primary,5,owned,single,4
4567,71,M,urban,primary,4,family,mature,3
4568,43,M,rural,university,2,rented,mid_family,1
4569,18,M,rural,secondary,2,rented,single,1
4570,73,M,rural,secondary,4,rented,mature,3
4571,29,F,urban,secondary,5,owned,young_family,4
4572,70,F,urban,primary,2,rented,mature,1
4573,59,F,rural,secondary,2,owned,pre_mature,1
4574,69,M,urban,primary,4,rented,mature,3
4575,53,M,rural,technical,4,rented,senior_family,3
4576,38,M,urban,technical,2,rented,mid_family,1
4577,45,F,urban,secondary,5,family,senior_family,4
4578,60,M,urban,university,1,owned,pre_mature,0
4579,44,M,rural,secondary,6,rented,mid_family,5
4580,71,F,urban,primary,1,rented,mature,0
4581,49,F,urban,secondary,2,rented,senior_family,1
4582,21,F,urban,secondary,7,family,single,6
4583,22,F,urban,technical,5,rented,single,4
4584,43,M,rural,university,5,owned,mid_family,4
4585,19,F,rural,none,1,family,single,0
4586,39,M,rural,secondary,5,owned,mid_family,4
4587,32,F,rural,primary,3,rented,young_family,2
4588,66,M,rural,primary,7,owned,mature,6
4589,68,F,urban,secondary,2,rented,mature,1
4590,50,M,urban,primary,7,rented,senior_family,6
4591,63,F,urban,secondary,6,owned,pre_mature,5
4592,74,F,urban,technical,2,family,mature,1
4593,71,M,urban,none,3,owned,mature,2
4594,21,M,urban,secondary,5,rented,single,4
4595,43,F,urban,secondary,6,rented,mid_family,5
4596,35,F,urban,primary,6,owned,mid_family,5
4597,32,M,urban,technical,3,rented,young_family,2
4598,49,M,rural,secondary,2,other,senior_family,1
4599,21,M,rural,secondary,6,owned,single,5
4600,30,M,urban,primary,1,rented,young_family,0
4601,29,F,rural,secondary,1,rented,young_family,0
4602,73,M,urban,technical,1,rented,mature,0
4603,70,M,urban,technical,2,owned,mature,1
4604,57,M,rural,primary,4,rented,pre_mature,3
4605,42,F,rural,university,5,rented,mid_family,4
4606,52,M,urban,primary,6,owned,senior_family,5
4607,55,F,urban,primary,5,rented,pre_mature,4
4608,25,F,rural,technical,4,rented,young_family,3
4609,29,F,urban,secondary,7,owned,young_family,6
4610,63,M,rural,primary,2,owned,pre_mature,1
4611,70,F,urban,secondary,6,rented,mature,5
4612,73,F,rural,university,7,owned,mature,6
4613,32,M,rural,technical,7,owned,young_family,6
4614,63,F,urban,technical,6,owned,pre_mature,5
4615,56,F,urban,secondary,2,family,pre_mature,1
4616,50,F,urban,secondary,4,owned,senior_family,3
4617,26,F,urban,secondary,1,rented,young_family,0
4618,57,M,urban,secondary,7,owned,pre_mature,6
4619,23,M,urban,technical,6,rented,single,5
4620,48,F,urban,secondary,1,other,senior_family,0
4621,37,F,urban,none,1,owned,mid_family,0
4622,20,M,rural,technical,4,rented,single,3
4623,39,F,urban,secondary,4,rented,mid_family,3
4624,67,F,urban,technical,1,rented,mature,0
4625,61,M,rural,university,3,rented,pre_mature,2
4626,31,F,urban,technical,2,rented,young_family,1
4627,60,M,urban,primary,1,family,pre_mature,0
4628,35,M,rural,secondary,3,family,mid_family,2
4629,41,M,rural,university,6,owned,mid_family,5
4630,70,M,rural,primary,4,owned,mature,3
4631,47,M,urban,none,6,owned,senior_family,5
4632,60,M,urban,primary,7,owned,pre_mature,6
4633,74,F,rural,technical,4,owned,mature,3
4634,49,F,urban,secondary,5,rented,senior_family,4
4635,45,F,urban,primary,3,rented,senior_family,2
4636,32,F,urban,technical,3,rented,young_family,2
4637,52,F,rural,technical,7,rented,senior_family,6
4638,64,F,urban,technical,3,rented,pre_mature,2
4639,72,F,urban,primary,2,rented,mature,1
4640,48,M,rural,primary,7,owned,senior_family,6
4641,32,M,urban,primary,5,other,young_family,4
4642,49,M,urban,secondary,4,rented,senior_family,3
4643,74,F,rural,primary,5,family,mature,4
4644,28,F,urban,secondary,4,rented,young_family,3
4645,52,M,urban,primary,4,family,senior_family,3
4646,43,M,urban,secondary,5,owned,mid_family,4
4647,60,F,rural,none,1,rented,pre_mature,0
4648,38,F,urban,primary,2,rented,mid_family,1
4649,45,M,urban,none,4,rented,senior_family,3
4650,34,M,urban,secondary,7,rented,young_family,6
4651,72,M,rural,secondary,6,family,mature,5
4652,44,F,rural,secondary,6,family,mid_family,5
4653,69,F,urban,primary,7,family,mature,6
4654,65,M,urban,university,2,owned,mature,1
4655,46,M,urban,technical,2,rented,senior_family,1
4656,36,F,urban,technical,1,owned,mid_family,0
4657,50,M,rural,secondary,6,owned,senior_family,5
4658,32,M,rural,secondary,5,rented,young_family,4
4659,46,F,urban,primary,6,rented,senior_family,5
4660,68,M,urban,secondary,6,family,mature,5
4661,56,F,urban,technical,4,rented,pre_mature,3
4662,62,F,rural,secondary,7,owned,pre_mature,6
4663,49,M,rural,technical,1,rented,senior_family,0
4664,50,M,urban,secondary,6,owned,senior_family,5
4665,52,M,urban,university,6,rented,senior_family,5
4666,56,M,rural,secondary,2,family,pre_mature,1
4667,34,F,urban,technical,2,rented,young_family,1
4668,22,F,urban,primary,2,owned,single,1
4669,30,M,urban,primary,2,rented,young_family,1
4670,60,F,rural,technical,3,owned,pre_mature,2
4671,72,F,urban,secondary,7,owned,mature,6
4672,68,F,rural,primary,6,owned,mature,5
4673,72,M,urban,primary,5,rented,mature,4
4674,44,F,rural,secondary,2,other,mid_family,1
4675,35,M,rural,technical,5,owned,mid_family,4
4676,65,F,urban,none,4,rented,mature,3
4677,41,M,rural,secondary,5,rented,mid_family,4
4678,50,M,urban,primary,3,rented,senior_family,2
4679,71,M,urban,secondary,5,owned,mature,4
4680,20,M,urban,university,2,rented,single,1
4681,62,M,urban,secondary,7,rented,pre_mature,6
4682,18,M,urban,secondary,7,owned,single,6
4683,52,F,urban,university,6,owned,senior_family,5
4684,25,M,rural,technical,1,family,young_family,0
4685,61,F,rural,technical,7,rented,pre_mature,6
4686,72,F,urban,primary,6,family,mature,5
4687,48,F,urban,secondary,6,rented,senior_family,5
4688,72,F,urban,university,6,owned,mature,5
4689,57,M,rural,secondary,6,owned,pre_mature,5
4690,20,M,urban,secondary,3,owned,single,2
4691,38,M,urban,primary,3,rented,mid_family,2
4692,39,M,urban,secondary,2,owned,mid_family,1
4693,72,M,urban,secondary,6,owned,mature,5
4694,71,F,urban,university,7,owned,mature,6
4695,62,F,rural,secondary,6,family,pre_mature,5
4696,49,F,urban,secondary,4,owned,senior_family,3
4697,21,M,urban,technical,4,rented,single,3
4698,63,F,urban,technical,7,rented,pre_mature,6
4699,41,F,rural,university,2,owned,mid_family,1
4700,29,M,urban,primary,1,rented,young_family,0
4701,66,M,urban,secondary,5,family,mature,4
4702,23,F,urban,technical,3,rented,single,2
4703,53,M,urban,secondary,1,other,senior_family,0
4704,36,M,urban,secondary,4,owned,mid_family,3
4705,64,F,urban,primary,5,rented,pre_mature,4
4706,57,M,urban,secondary,1,rented,pre_mature,0
4707,28,M,urban,university,7,rented,young_family,6
4708,71,M,urban,secondary,2,rented,mature,1
4709,21,F,urban,technical,3,family,single,2
4710,62,F,urban,primary,3,rented,pre_mature,2
4711,47,F,urban,secondary,2,owned,senior_family,1
4712,41,F,rural,primary,5,rented,mid_family,4
4713,45,F,urban,secondary,5,owned,senior_family,4
4714,39,F,rural,primary,3,owned,mid_family,2
4715,62,M,urban,technical,7,owned,pre_mature,6
4716,67,F,urban,primary,6,rented,mature,5
4717,66,M,urban,technical,4,owned,mature,3
4718,47,F,urban,primary,1,owned,senior_family,0
4719,71,M,urban,university,7,rented,mature,6
4720,44,M,urban,technical,1,rented,mid_family,0
4721,44,M,rural,technical,6,owned,mid_family,5
4722,34,F,urban,technical,7,owned,young_family,6
4723,64,F,urban,secondary,2,owned,pre_mature,1
4724,57,F,urban,university,2,rented,pre_mature,1
4725,50,M,rural,none,6,owned,senior_family,5
4726,26,F,urban,none,4,rented,young_family,3
4727,38,M,urban,technical,4,owned,mid_family,3
4728,40,M,urban,secondary,3,rented,mid_family,2
4729,50,M,urban,primary,1,owned,senior_family,0
4730,60,M,urban,secondary,3,owned,pre_mature,2
4731,27,M,urban,secondary,3,owned,young_family,2
4732,56,M,rural,secondary,7,rented,pre_mature,6
4733,50,M,urban,primary,7,rented,senior_family,6
4734,25,M,urban,none,1,rented,young_family,0
4735,30,M,urban,secondary,1,owned,young_family,0
4736,38,F,urban,secondary,4,owned,mid_family,3
4737,50,M,rural,technical,6,other,senior_family,5
4738,40,F,urban,university,7,rented,mid_family,6
4739,60,F,urban,primary,6,family,pre_mature,5
4740,31,F,urban,primary,3,rented,young_family,2
4741,42,M,urban,secondary,3,rented,mid_family,2
4742,29,M,urban,secondary,7,family,young_family,6
4743,31,F,rural,primary,2,rented,young_family,1
4744,47,M,urban,secondary,5,family,senior_family,4
4745,29,M,urban,primary,7,rented,young_family,6
4746,37,M,urban,secondary,3,owned,mid_family,2
4747,55,F,urban,secondary,1,rented,pre_mature,0
4748,52,M,urban,technical,7,rented,senior_family,6
4749,58,M,urban,primary,4,owned,pre_mature,3
4750,54,M,urban,primary,3,rented,senior_family,2
4751,71,M,urban,university,2,other,mature,1
4752,72,F,rural,primary,2,family,mature,1
4753,41,M,urban,secondary,1,owned,mid_family,0
4754,51,F,urban,primary,4,family,senior_family,3
4755,23,F,rural,technical,3,owned,single,2
4756,64,M,urban,primary,2,owned,pre_mature,1
4757,51,M,rural,secondary,6,owned,senior_family,5
4758,69,M,urban,primary,2,owned,mature,1
4759,25,F,urban,secondary,3,rented,young_family,2
4760,42,M,urban,university,4,rented,mid_family,3
4761,47,M,urban,primary,1,rented,senior_family,0
4762,27,M,urban,primary,1,rented,young_family,0
4763,34,M,urban,primary,6,family,young_family,5
4764,33,M,urban,primary,6,owned,young_family,5
4765,55,F,urban,technical,1,rented,pre_mature,0
4766,57,M,rural,primary,4,rented,pre_mature,3
4767,54,F,urban,university,1,owned,senior_family,0
4768,36,M,urban,primary,7,rented,mid_family,6
4769,25,F,rural,primary,4,rented,young_family,3
4770,25,M,rural,technical,3,rented,young_family,2
4771,63,F,rural,secondary,3,rented,pre_mature,2
4772,25,M,urban,secondary,1,rented,young_family,0
4773,66,F,urban,primary,6,rented,mature,5
4774,37,M,urban,technical,7,owned,mid_family,6
4775,53,F,urban,secondary,3,rented,senior_family,2
4776,26,M,urban,university,2,owned,young_family,1
4777,64,F,urban,university,1,rented,pre_mature,0
4778,70,M,urban,secondary,4,family,mature,3
4779,71,F,rural,primary,2,owned,mature,1
4780,18,M,urban,university,7,family,single,6
4781,70,F,urban,primary,4,rented,mature,3
4782,31,F,rural,secondary,4,owned,young_family,3
4783,51,F,urban,primary,2,family,senior_family,1
4784,70,F,urban,secondary,1,rented,mature,0
4785,54,M,urban,primary,3,rented,senior_family,2
4786,63,M,urban,university,7,rented,pre_mature,6
4787,31,M,urban,primary,2,family,young_family,1
4788,70,F,urban,secondary,4,owned,mature,3
4789,54,M,urban,primary,6,rented,senior_family,5
4790,68,M,urban,university,6,rented,mature,5
4791,18,M,urban,university,6,family,single,5
4792,41,M,urban,university,3,owned,mid_family,2
4793,64,F,rural,secondary,2,rented,pre_mature,1
4794,23,F,urban,secondary,4,rented,single,3
4795,30,M,urban,technical,5,owned,young_family,4
4796,65,M,urban,primary,7,rented,mature,6
4797,72,F,urban,none,1,rented,mature,0
4798,39,M,urban,secondary,2,rented,mid_family,1
4799,27,F,rural,secondary,3,rented,young_family,2
4800,24,F,rural,university,5,rented,single,4
4801,64,M,urban,technical,4,owned,pre_mature,3
4802,62,F,urban,university,2,owned,pre_mature,1
4803,55,M,urban,primary,1,rented,pre_mature,0
4804,19,F,rural,technical,4,rented,single,3
4805,38,M,urban,secondary,2,owned,mid_family,1
4806,30,F,urban,none,4,family,young_family,3
4807,49,M,urban,primary,1,family,senior_family,0
4808,55,M,rural,university,4,rented,pre_mature,3
4809,67,F,urban,primary,2,rented,mature,1
4810,31,F,rural,primary,2,rented,young_family,1
4811,50,M,urban,secondary,4,rented,senior_family,3
4812,21,F,rural,primary,3,rented,single,2
4813,28,F,urban,secondary,5,rented,young_family,4
4814,56,F,urban,secondary,5,rented,pre_mature,4
4815,49,F,urban,technical,7,rented,senior_family,6
4816,35,M,urban,secondary,7,rented,mid_family,6
4817,45,M,urban,technical,6,rented,senior_family,5
4818,70,F,urban,secondary,4,family,mature,3
4819,36,F,rural,technical,1,owned,mid_family,0
4820,21,M,urban,university,1,family,single,0
4821,23,F,urban,secondary,2,rented,single,1
4822,37,M,urban,secondary,1,family,mid_family,0
4823,48,F,rural,secondary,5,owned,senior_family,4
4824,69,F,rural,primary,6,owned,mature,5
4825,49,F,urban,secondary,7,owned,senior_family,6
4826,22,M,rural,primary,1,family,single,0
4827,28,M,urban,secondary,5,rented,young_family,4
4828,67,M,urban,secondary,2,rented,mature,1
4829,25,F,urban,primary,3,rented,young_family,2
4830,65,M,urban,secondary,4,owned,mature,3
4831,62,F,urban,university,6,family,pre_mature,5
4832,25,M,urban,primary,7,rented,young_family,6
4833,49,M,urban,university,3,other,senior_family,2
4834,49,F,urban,technical,4,owned,senior_family,3
4835,23,F,urban,secondary,7,owned,single,6
4836,24,M,rural,technical,3,rented,single,2
4837,29,F,rural,university,4,rented,young_family,3
4838,70,M,urban,secondary,5,owned,mature,4
4839,21,F,urban,primary,3,rented,single,2
4840,74,F,urban,primary,7,owned,mature,6
4841,52,M,urban,university,2,rented,senior_family,1
4842,37,F,urban,university,7,owned,mid_family,6
4843,35,F,urban,technical,2,owned,mid_family,1
4844,72,F,urban,university,6,owned,mature,5
4845,42,F,rural,university,4,rented,mid_family,3
4846,33,M,urban,technical,7,rented,young_family,6
4847,70,M,urban,none,7,rented,mature,6
4848,52,M,rural,secondary,6,owned,senior_family,5
4849,60,M,urban,primary,7,rented,pre_mature,6
4850,31,M,urban,secondary,4,family,young_family,3
4851,73,M,rural,secondary,1,other,mature,0
4852,19,F,urban,university,7,owned,single,6
4853,72,M,urban,university,3,rented,mature,2
4854,37,F,urban,primary,3,other,mid_family,2
4855,18,M,rural,technical,4,rented,single,3
4856,43,F,urban,secondary,5,owned,mid_family,4
4857,41,M,urban,university,2,rented,mid_family,1
4858,29,F,urban,none,2,owned,young_family,1
4859,66,M,urban,secondary,3,family,mature,2
4860,47,M,rural,secondary,7,rented,senior_family,6
4861,19,F,urban,secondary,3,family,single,2
4862,71,M,urban,technical,1,rented,mature,0
4863,45,M,urban,technical,5,owned,senior_family,4
4864,64,M,urban,primary,3,rented,pre_mature,2
4865,23,M,urban,primary,1,rented,single,0
4866,41,M,urban,secondary,4,rented,mid_family,3
4867,57,M,urban,technical,3,family,pre_mature,2
4868,41,M,urban,university,1,rented,mid_family,0
4869,19,M,urban,none,5,family,single,4
4870,67,F,urban,primary,5,rented,mature,4
4871,52,F,urban,technical,1,owned,senior_family,0
4872,50,F,urban,secondary,5,rented,senior_family,4
4873,28,M,urban,primary,4,owned,young_family,3
4874,41,F,urban,primary,7,rented,mid_family,6
4875,67,F,urban,secondary,4,owned,mature,3
4876,33,F,urban,university,1,rented,young_family,0
4877,27,F,urban,secondary,1,other,young_family,0
4878,71,M,urban,secondary,1,other,mature,0
4879,38,F,urban,technical,6,owned,mid_family,5
4880,45,M,rural,secondary,6,owned,senior_family,5
4881,18,M,urban,secondary,4,rented,single,3
4882,36,M,urban,primary,6,owned,mid_family,5
4883,70,M,urban,secondary,7,rented,mature,6
4884,69,F,rural,technical,6,owned,mature,5
4885,74,F,urban,secondary,6,rented,mature,5
4886,56,F,urban,university,6,owned,pre_mature,5
4887,60,F,rural,secondary,3,rented,pre_mature,2
4888,68,M,urban,secondary,2,rented,mature,1
4889,22,F,urban,secondary,6,owned,single,5
4890,35,M,rural,primary,7,other,mid_family,6
4891,23,M,urban,university,5,owned,single,4
4892,73,M,urban,university,6,rented,mature,5
4893,52,F,rural,primary,3,owned,senior_family,2
4894,67,M,rural,university,4,rented,mature,3
4895,52,F,urban,primary,6,rented,senior_family,5
4896,54,M,rural,primary,1,owned,senior_family,0
4897,56,M,urban,secondary,3,rented,pre_mature,2
4898,73,F,urban,primary,2,rented,mature,1
4899,67,F,urban,primary,2,rented,mature,1
4900,43,F,urban,primary,5,rented,mid_family,4
4901,53,M,rural,secondary,4,other,senior_family,3
4902,46,M,urban,secondary,2,family,senior_family,1
4903,27,M,urban,university,7,rented,young_family,6
4904,51,M,urban,secondary,5,rented,senior_family,4
4905,39,F,urban,university,2,rented,mid_family,1
4906,62,F,urban,secondary,2,family,pre_mature,1
4907,68,M,urban,technical,4,owned,mature,3
4908,57,F,urban,secondary,3,family,pre_mature,2
4909,28,M,urban,secondary,3,rented,young_family,2
4910,70,M,urban,university,3,family,mature,2
4911,36,M,urban,technical,6,owned,mid_family,5
4912,44,F,urban,university,1,rented,mid_family,0
4913,54,F,urban,secondary,7,owned,senior_family,6
4914,50,F,urban,none,6,rented,senior_family,5
4915,61,M,rural,technical,1,owned,pre_mature,0
4916,41,F,rural,university,1,rented,mid_family,0
4917,55,M,urban,secondary,3,family,pre_mature,2
4918,62,F,urban,technical,4,family,pre_mature,3
4919,47,F,urban,primary,6,family,senior_family,5
4920,58,M,urban,technical,2,owned,pre_mature,1
4921,66,M,rural,none,2,owned,mature,1
4922,72,M,urban,technical,5,family,mature,4
4923,47,M,urban,primary,5,rented,senior_family,4
4924,73,M,urban,primary,3,rented,mature,2
4925,44,M,urban,technical,6,family,mid_family,5
4926,49,M,urban,secondary,5,rented,senior_family,4
4927,26,M,urban,secondary,4,owned,young_family,3
4928,20,F,urban,secondary,3,rented,single,2
4929,43,F,rural,secondary,7,rented,mid_family,6
4930,51,F,urban,university,1,owned,senior_family,0
4931,45,F,rural,technical,7,family,senior_family,6
4932,54,M,urban,technical,6,owned,senior_family,5
4933,34,M,urban,technical,2,rented,young_family,1
4934,21,M,rural,primary,2,owned,single,1
4935,58,F,urban,university,3,owned,pre_mature,2
4936,28,F,urban,secondary,5,rented,young_family,4
4937,36,F,urban,primary,1,rented,mid_family,0
4938,67,M,urban,university,4,rented,mature,3
4939,18,M,urban,primary,7,owned,single,6
4940,42,M,urban,primary,5,rented,mid_family,4
4941,54,M,urban,university,7,owned,senior_family,6
4942,70,M,urban,none,7,other,mature,6
4943,37,F,urban,technical,2,family,mid_family,1
4944,36,F,urban,secondary,2,other,mid_family,1
4945,29,M,rural,technical,5,rented,young_family,4
4946,73,F,urban,primary,4,owned,mature,3
4947,30,M,urban,secondary,6,owned,young_family,5
4948,56,M,urban,primary,7,rented,pre_mature,6
4949,67,F,rural,primary,4,rented,mature,3
4950,60,F,rural,secondary,7,owned,pre_mature,6
4951,47,F,urban,secondary,2,other,senior_family,1
4952,52,M,urban,secondary,7,rented,senior_family,6
4953,37,M,urban,technical,4,owned,mid_family,3
4954,48,F,rural,primary,7,owned,senior_family,6
4955,61,M,urban,technical,6,owned,pre_mature,5
4956,59,F,urban,secondary,5,rented,pre_mature,4
4957,27,M,urban,primary,4,rented,young_family,3
4958,29,M,urban,technical,2,owned,young_family,1
4959,58,F,urban,primary,6,rented,pre_mature,5
4960,45,M,rural,secondary,2,family,senior_family,1
4961,43,F,urban,primary,1,owned,mid_family,0
4962,72,M,rural,secondary,5,rented,mature,4
4963,27,F,urban,secondary,2,owned,young_family,1
4964,68,F,urban,university,5,owned,mature,4
4965,48,F,rural,secondary,6,owned,senior_family,5
4966,71,F,rural,technical,2,rented,mature,1
4967,46,M,urban,university,5,rented,senior_family,4
4968,63,F,urban,none,6,owned,pre_mature,5
4969,31,F,urban,primary,4,owned,young_family,3
4970,62,F,urban,secondary,4,owned,pre_mature,3
4971,29,M,rural,primary,4,other,young_family,3
4972,70,F,urban,none,1,rented,mature,0
4973,50,M,urban,university,1,rented,senior_family,0
4974,61,F,rural,primary,5,owned,pre_mature,4
4975,70,F,urban,university,6,rented,mature,5
4976,23,F,urban,primary,1,owned,single,0
4977,37,M,urban,university,2,rented,mid_family,1
4978,50,M,urban,none,1,rented,senior_family,0
4979,18,M,urban,secondary,4,rented,single,3
4980,20,F,urban,technical,6,owned,single,5
4981,55,M,urban,technical,2,family,pre_mature,1
4982,28,M,urban,technical,2,owned,young_family,1
4983,46,M,urban,university,4,rented,senior_family,3
4984,56,F,rural,secondary,4,rented,pre_mature,3
4985,62,M,urban,secondary,2,family,pre_mature,1
4986,70,M,urban,technical,2,owned,mature,1
4987,19,M,urban,university,2,rented,single,1
4988,18,F,urban,none,5,rented,single,4
4989,20,M,urban,none,6,owned,single,5
4990,61,M,urban,university,4,rented,pre_mature,3
4991,22,F,urban,primary,1,family,single,0
4992,44,M,urban,primary,2,family,mid_family,1
4993,18,M,urban,primary,6,rented,single,5
4994,64,F,urban,secondary,1,rented,pre_mature,0
4995,64,M,urban,technical,5,rented,pre_mature,4
4996,54,M,urban,university,2,family,senior_family,1
4997,73,M,urban,secondary,4,rented,mature,3
4998,51,M,rural,secondary,1,owned,senior_family,0
4999,57,M,rural,secondary,4,owned,pre_mature,3
5000,42,F,urban,secondary,6,owned,mid_family,5
